#rxnMetaCycID	deltaG
2.1.1.146-RXN	-4.3600082
RXN-11165	[]
RXN-19732	-0.46300507
RXN1F-444	6.897583
RXN-17458	-7.473053
RXN-8192	[]
RXN-11588	-24.902191
RXN-1406	[]
HISTOLDEHYD-RXN	2.5418243
RXNQT-4352	-6.0619965
RXN-8619	-89.38747
RXN-16996	25.850647
RXN-20220	[]
RXN-14520	-24.299438
RXN-12060	-106.31125
DMBPPRIBOSYLTRANS-RXN	-12.164108
RXN-9084	-20.175842
2.1.1.77-RXN	-35.519257
RXN-14933	-2.040039
RXN-19763	-937.9353
2.7.8.23-RXN	99.3024
RXN-17488	-0.93174744
RXN-17915	113.007996
RXN-11619	-13.105331
RXN-15421	-18.785858
HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	-13.105316
N6-METHYL-LYSINE-OXIDASE-RXN	-18.983017
RXN-8650	10.287003
3.4.17.8-RXN	-0.4630127
RXN-20250	[]
RXN-20702	[]
RXN-12092	-4.3600006
RXN-18348	-117.40471
RXN-9141	0.
RXN-12537	-104.620026
RXN-14975	-85.394745
R230-RXN	3.541748
2.8.3.17-RXN	0.
RXN-9614	-10.245483
RXN-17942	-257.6372
RXN-4141	23.19999
RXN-15454	-78.86978
RXN-13022	-97.55475
NICOTINAMID-RXN	-5.337118
RXN0-4281	3.75354
3.4.21.119-RXN	[]
RXN-15954	105.90039
RXN-20726	[]
4.2.1.107-RXN	1.6029663
RXN-18376	-55.567596
RXN-18813	0.8299713
RXN-12572	7.650818
RXN-16429	-33.69226
R310-RXN	-4.9769936
RXN-10672	6.8976746
RXN-9644	-12.711731
ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN	21.835754
RXN-4286	-8.820007
RXN-7247	17.20288
RXN-13061	-105.69400
RXN-19247	[]
RXN0-5074	-102.58893
RXN-13535	-16.740112
RXN-15980	-83.77997
RXN-11113	-45.35254
RXN-13564	-170.92108
RXN18C3-61	16.956995
4.2.2.8-RXN	[]
RXN-8136	-53.597115
RXN-18838	[]
RXN-14005	-6.8130493
RXN-16457	7.898987
RXNQT-4310	-184.48651
RXN-10701	7.0600586
RXN-16950	-93.14877
ASPARTASE-RXN	3.1917648
DIGLUCO-DOCOSANOATE-ACETYLATION-RXN	-3.6099243
RXN-7443	[]
2.1.1.125-RXN	-25.711143
RXN-19273	-52.64447
RXN-19714	-265.00134
RXN-11144	[]
RXN-17441	-31.120026
RXN1F-151	-43.53
RXN-11570	-62.26239
RXN-8173	-13.121107
HEMN-RXN	-27.53122
RXN-14037	2.2299805
1.14.13.67-RXN	-84.72480
RXNQT-4334	-93.99054
RXN-8597	-67.26996
RXN-16977	-110.959984
RXN-20194	[]
RXN-14503	-0.5200043
RXN-14475	7.2169495
DIMETHYLALLYLCISTRANSFERASE-RXN	-13.
RXN-12044	[]
2.1.1.28-RXN	-10.460000
X-METHYL-HIS-DIPEPTIDASE-RXN	-0.46299744
RXN-19745	-23.376465
RXN-9066	0.5241146
RXN-17466	-0.35173035
RXN-14917	-20.64
RXN-11597	-88.44443
2.7.7.40-RXN	-103.30347
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	-13.150010
RXN-17893	101.62407
RXN-8627	-13.567627
RXN-15402	-4.3599854
RXN-20228	[]
N-ACETYLTRANSFER-RXN	-6.538208
RXN-12069	-80.835236
3.4.15.4-RXN	-21.005234
RXN-9097	100.33119
RXN-20683	[]
RXN-14942	-27.017002
RXN-18324	-7.684082
2.7.9.5-RXN	-14.384155
RXN-12516	-35.642975
RXN-17923	118.24634
R212-RXN	1.4730225
RXN-15431	[]
RXN-9591	-74.996826
NADH-KINASE-RXN	-17.312378
RXN-3762	-85.03476
3.4.21.100-RXN	-12.679367
RXN-12996	-7.072998
RXN-20710	[]
RXN0-382	-14.815857
RXN-18356	16.948761
RXN-15937	-7.8058777
RXN-12547	-3.6099548
4.1.2.18-RXN	0.54000854
R246-RXN	[]
RXN-18787	-63.289978
RXN-9623	-14.781738
RXN-16409	[]
RXN-4209	-76.35751
RXN-10645	-80.835144
RXN-13030	2.1270752
ARALKYLAMINE-DEHYDROGENASE-RXN	35.22972
RXN0-4641	-1.8648376
RXN-7186	-27.29834
RXN-15962	-33.820038
RXN-19228	8.145874
4.2.1.99-RXN	0.9129944
RXN-13518	6.551758
RXN-18820	-3.6034546
RXN-11097	[]
RXN-16437	-93.50877
RXN18C3-45	-3.6100159
RXN-10681	-18.625885
RXN-8086	8.145782
ARYLAMINE-SULFOTRANSFERASE-RXN	11.358093
RXN-13988	-3.6100464
RXN-7282	4.949997
RXNQT-4169	-10.171234
RXN-19255	0.8770027
RXN-16928	-82.877625
RXN-13548	0.33877563
DHLBXANAU-RXN	12.812874
RXN-11126	-227.50732
2.1.1.100-RXN	-35.51927
RXN1A0-6297	-129.15332
RXN-19698	6.8975677
RXN-8147	-111.31
RXN-17426	40.840637
RXN-14014	-0.36236572
RXN-11552	1.56
RXNQT-4318	-98.87753
GUANYLCYC-RXN	-5.6776733
RXN-16961	-26.888245
1.14.13.33-RXN	-82.877625
DIHYDRODIPICSYN-RXN	-32.025223
RXN-8581	0.99180603
2.1.1.136-RXN	-3.6859055
RXN-20175	[]
RXN-19724	-263.4428
RXN-14454	-3.6099854
RXN-17449	-51.662254
RXN-12028	50.53659
RXN-11578	-24.765076
URUR-RXN	1.85289
HISTAMINE-N-METHYLTRANSFERASE-RXN	-6.7400055
RXN-905	-0.46820068
1.14.13.76-RXN	-85.394806
RXN-14891	-266.83997
RXN-8607	-63.849976
2.7.4.20-RXN	209.5603
RXN-20212	[]
RXN-17876	91.97708
RXN-12052	[]
MYO-INOSITOL-1-O-METHYLTRANSFERASE-RXN	-4.3599854
XYLONATE-DEHYDRATASE-RXN	-8.166992
3.4.13.19-RXN	-21.005234
RXN-9076	100.33120
RXN-20667	[]
RXN-14925	-65.159996
RXN-18304	-95.8136
2.7.7.8-RXN	-268.98145
RXN-12497	[]
RXN-17906	-16.036926
R162-RXN	[]
RXN-1541	-85.39475
RXN-9571	11.159996
N-CARBAMOYLSARCOSINE-AMIDASE-RXN	26.061111
RXN-3590	-4.5671234
3.4.17.13-RXN	-0.4630127
RXN-15383	-106.364746
RXN-20694	[]
RXN-12977	-10.329956
RXN-18333	-11.06134
RXN0-3221	-12.679367
RXN-12529	-1.4941483
RXN-15919	-82.71457
R222-RXN	-13.105331
4.1.1.38-RXN	4.7299805
RXN-9605	[]
RXN-18765	-82.13825
RXN-3944	5.752878
RXN-10628	-87.274796
RXN-13014	-80.45888
ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN	-4.0500793
RXN0-3962	-16.52362
RXN-711	9.643555
RXN-15945	-2.5023804
RXN-19212	6.8328857
4.1.2.42-RXN	2.3399963
RXN-13502	-90.45477
RXN-18799	-82.25523
RXN-11077	193.13281
RXN-16416	1.2934875
RXN18C3-3	-88.65053
RXN-10662	-6.377121
RXN-8058	-46.35289
ARGININE-KINASE-RXN	2.3923645
RXN-16394	-104.874756
RXN-7226	-16.910004
RXN-13971	0.
RXN-19239	[]
RXNI-3	-14.942260
RXN-13527	[]
RXN-16896	-47.770477
RXN-11104	-150.8612
DEOXYINOPHOSPHOR-RXN	23.399048
RXN18C3-54	6.897583
2-METHYLACYL-COA-DEHYDROGENASE-RXN	7.09079
RXN-8094	-42.087116
RXN-19679	7.799988
RXN-13997	4.5982056
RXN-17404	-0.37823486
RXNQT-4178	1.7000427
RXN-11536	-85.394775
RXN-16940	6.897644
GST-RXN	6.735878
DIAMINOPIMEPIM-RXN	0.
1.14.11.24-RXN	-98.29819
2.1.1.117-RXN	-4.3600006
RXN-8562	-16.709991
RXN-19706	6.897751
RXN-20155	27.602295
RXN-17434	-1.7669983
RXN-14437	-13.110016
RXN-11561	26.099976
RXN-12010	-3.0082397
HADTHAUERA-RXN	-1.9282227
UREA-CARBOXYLASE-RXN	-4.582947
1.14.13.57-RXN	-85.03476
RXN-9024	[]
RXN-8589	-67.26996
RXN-14871	-16.892242
RXN-20183	[]
2.7.1.62-RXN	[]
RXN-14464	3.5417786
RXN-17852	-16.185242
RXN-12036	[]
MIMOSINASE-RXN	2.771103
VCREDCHLOR-RXN	[]
3.4.11.13-RXN	-21.005234
RXN-9058	105.12578
RXN-20651	[]
RXN-14903	-27.046368
RXN-18286	-156.81616
2.7.7.30-RXN	-103.30359
RXN-12477	-24.902252
RXN-17884	-8.73822
R108-RXN	-2.3630066
N-ACETYL-BETA-ALANINE-DEACETYLASE-RXN	-1.9830017
RXN-9508	-92.05286
3.4.14.10-RXN	-11.197113
RXN-3481	-4.3599854
RXN-20675	[]
RXN-15367	-0.39230347
RXN-18312	-156.19202
RXN-12952	[]
RXN-12507	1.0818481
RXN0-2941	[]
R201-RXN	-11.244751
RXN-15889	-220.07654
RXN-9582	-0.89
4-HYDROXYBENZOATE-DECARBOXYLASE-RXN	-2.0258827
RXN-3641	7.0599365
RXN-18747	17.365784
RXN-15394	-89.07474
RXN-10612	64.552414
RXN-12985	-3.6400146
AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN	-2.793518
RXN0-3521	-0.62405396
RXN-7001	100.46896
RXN-15929	43.848602
RXN-19188	15.923035
4.1.1.77-RXN	4.648224
RXN-13485	-10.839233
RXN-18774	27.590576
RXN-1106	7.9765015
RXN-16401	-12.71167
RXN18C3-19	-3.1130066
RXN-10637	-53.49301
RXN-8032	-7.0600586
APYRASE-RXN	-14.941956
RXN-16367	-13.059998
RXN-716	-83.59476
RXN-13955	[]
RXN-19220	[]
RXN6666-6	-4.3600006
RXN-13510	-100.41046
RXN-16872	[]
RXN-11085	[]
DECYLHOMOCITRATE-SYNTHASE-RXN	-11.9053955
RXN18C3-37	-3.6100159
2-CHLOROBENZOATE-12-DIOXYGENASE-RXN	-81.7218
RXN-8077	-103.30347
RXN-19663	-1.1070251
RXN-13980	-3.6099854
RXN-11519	-40.852997
RXNQT-4161	8.351746
GLYOXYLATE-OXIDASE-RXN	-39.111237
RXN-16917	-15.050049
1.13.11.45-RXN	-65.159996
DEXTRIN-DEXTRANASE-RXN	0.
RXN-8545	-66.839966
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	-20.640137
RXN-20135	-60.027115
RXN-19690	6.8975983
RXN-14421	-0.6300049
RXN-17414	-1.6264954
RXN-11981	-18.626999
RXN-11544	-36.46224
UDPKIN-RXN	94.98999
GUANIDINOPROPIONASE-RXN	-3.572998
RXN-9007	6.897644
1.14.12.18-RXN	-80.2018
RXN-17391	-39.59436
RXN-8573	-57.78
RXN-14854	-122.61501
RXN-20165	[]
2.7.1.139-RXN	-22.305176
RXN-14444	1.4541626
RXN-17833	-3.9670143
RXN-12019	-24.238892
METHYLGALLATE-RXN	-124.708244
URKI-RXN	-109.80591
3.2.1.97-RXN	233.12277
RXN-9037	6.8975067
RXN-20635	[]
RXN-14880	-3.3323364
RXN-18268	-156.19202
2.7.11.18-RXN	-4.5446777
RXN-12456	3.3328857
RXN-17868	-15.561096
QUERCETIN-3-O-METHYLTRANSFERASE-RXN	-4.3600388
MRNA-GUANYLYLTRANSFERASE-RXN	-129.39185
RXN-9490	1.4117432
3.4.11.4-RXN	-21.005249
RXN-3183	102.71121
RXN-20659	[]
RXN-15351	0.3458252
RXN-18296	-158.06433
RXN-12930	-1.6264038
RXN-12489	-85.03476
RXN0-2601	[]
R129-RXN	40.860718
RXN-15846	-27.282227
RXN-9560	-5.3670006
3.8.1.8-RXN	5.0328674
RXN-3541	-111.47748
RXN-18727	-9.382385
RXN-15375	316.5324
RXN-10597	-58.95224
RXN-12963	-111.06
AMACETOXID-RXN	-21.503006
RXN0-303	-1.46
RXN-6703	[]
RXN-15907	-15.138214
RXN-19172	-37.839966
4-METHYLENEGLUTAMINASE-RXN	-5.3371162
RXN-13469	-24.647007
RXN-18756	-78.35476
RXN-1104	-4.3600006
RXN-1062	-90.46057
RXN1-42	7.0132446
AMP-DEPHOSPHORYLATION-RXN	6.127014
RXN-8016	2.2628803
RXN-7065	6.897644
RXN-16325	-126.62695
RXN-19198	-0.9981842
RXN-13939	-21.900002
RXN-13493	-92.76178
RXN66-570	-0.3781891
RXN-11067	-23.96299
RXN-16850	-79.02527
RXN18C3-24	-7.290039
DAPASYN-RXN	2.4599915
RXN-8046	-46.569977
13-BETA-GLUCAN-SYNTHASE-RXN	62.237305
RXN-16378	-55.815277
RXN-19639	-288.1854
RXN-13963	-137.74268
RXN-11490	3.6800537
RXN8J2-140	12.663513
GLYCOLATEDEHYDRO-RXN	[]
RXN-16887	-2.2817993
1.10.1.1-RXN	-2.3428955
DEOXYADENPHOSPHOR-RXN	32.70903
RXN-8528	-43.14
2-HEXADECENAL-REDUCTASE-RXN	12.623490
RXN-20116	-11.9852295
RXN-19671	11.409348
RXN-14403	-15.902435
RXN-11527	-12.449982
RXN-11952	-43.962357
GPPSYN-RXN	-13.
UDP-ARABINOSE-4-EPIMERASE-RXN	0.
1.13.12.12-RXN	-84.68000
RXN-8986	10.789982
RXN-8554	-12.349976
RXN-17370	0.
RXN-20143	[]
RXN-14834	-4.3600006
RXN-14429	-0.4630127
2.6.1.50-RXN	7.8058777
RXN-11998	-13.105408
RXN-17802	[]
UNDECAPRENYL-DIPHOSPHATASE-RXN	-6.8130035
METHIONINE--GLYOXYLATE-TRANSAMINASE-RXN	-1.3699951
RXN-9015	-21.580688
3.2.1.76-RXN	671.1043
RXN-14862	[]
RXN-20618	[]
2.7.1.151-RXN	-22.305176
RXN-12433	[]
RXN-17844	-4.3600235
PYRITHIAMIN-DEAMINASE-RXN	3.7170258
METHYLMALONYL-COA-MUT-RXN	1.81
RXN-9470	5.649475
3.2.2.22-RXN	[]
RXN-2947	-19.249939
RXN-20643	[]
RXN-15328	8.351746
RXN-18278	-95.8136
RXN-12912	41.252716
RXN-12464	-41.18222
RXN0-2022	-7.925873
R-2-METHYLMALATE-DEHYDRATASE-RXN	1.4730072
RXN-18254	-95.81348
RXN-9498	-49.737747
RXN-15812	-16.909988
RXN-3303	-17.861109
3.6.1.17-RXN	-10.245361
RXN-15359	-3.051757800000e-5
RXN-18710	[]
RXN-12942	0.
RXN-10459	-19.295868
RXN0-2661	70.73932
ALLENE-OXIDE-CYCLASE-RXN	-32.97
RXN-15854	10.716991
RXN-663	-13.105331
4-ACETAMIDOBUTYRYL-COA-DEACETYLASE-RXN	-0.11065674
RXN-13448	-4.3600235
RXN-18737	-91.30676
RXN-1102	-0.25650024
RXN-10605	[]
RXN0-7344	[]
AMINO-ACID-RACEMASE-RXN	0.
RXN-7992	[]
RXN-6763	48.698486
RXN-16302	4.981125
RXN-19180	[]
RXN-13922	-4.360016
RXN-13476	12.063507
RXN66-513	-16.027
RXN-11051	-7.239929
RXN-19155	36.64598
RXN18C3-114	-3.610077
RXN-16829	-109.85162
RXN-8024	[]
D-LYXOSE-KETOL-ISOMERASE-RXN	-0.94
RXN-16343	-111.13748
1.8.4.4-RXN	3.4258423
RXN-13947	-21.419373
RXN-19621	-4.8382263
RXN66-61	-74.86173
RXN-11462	-116.5229
RXN-16860	-91.90051
GLYCERONE-KINASE-RXN	-13.505860
DCDPKIN-RXN	94.98999
1.1.1.98-RXN	3.5417786
2-ACETOLACTATE-MUTASE-RXN	2.46
RXN-8512	-18.969982
RXN-19652	-85.03476
RXN-20094	0.
RXN-11502	0.5670166
RXN-14377	[]
GLYCYRRHIZINATE-BETA-GLUCURONIDASE-RXN	-1.8648262
RXN-11927	-101.90470
1.13.11.10-RXN	-71.26923
TRYPTOPHANAMIDASE-RXN	14.746017
RXN-8536	-83.59479
RXN-8963	-10.4729
RXN-20125	-11.985199
RXN-17347	-85.03476
RXN-14413	-85.03476
RXN-14818	-3.1763916
RXN-11971	-1.663002
2.5.1.70-RXN	-16.910034
UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN	0.
RXN-17784	7.65065
RXN-90	6.897583
MANNURONATE-REDUCTASE-RXN	-7.729309
RXN-17380	5.968689
3.2.1.57-RXN	[]
RXN-14845	1.3241119
RXN-20602	[]
2.6.1.7-RXN	1.3241196
RXN-12415	-150.5426
RXN-17812	-87.04767
PUTRESCINE-OXIDASE-RXN	-23.338882
METHYL-COM-HTP-RXN	-8.8723755
RXN-9451	-33.160004
3.2.1.84-RXN	-58.88179
RXN-2621	3.6099854
RXN-20627	[]
RXN-15309	-9.746994
RXN-12445	-42.113525
RXN-12889	-31.00225
PYRUVATE-DECARBOXYLASE-RXN	-13.7369995
RXN0-1382	-3.3023682
RXN-9482	-83.59476
RXN-18238	-95.81354
RXN-3142	2.1113281
RXN-15793	-17.312378
RXN-15337	[]
3.5.1.97-RXN	60.539604
RXN-12920	-3.1131134
RXN-18686	25.090393
RXN0-2201	-0.7564697
RXN-10442	-43.321808
RXN-18262	17.792847
ALGINATE-SYNTHASE-RXN	[]
RXN-15824	0.9917908
RXN-6541	-122.20001
3.6.4.4-RXN	[]
RXN-13425	3.1399841
RXN-18718	-93.99051
RXN-11003	-81.78479
RXN-10471	-28.21175
RXN0-7275	-110.39203
ALPHA-AMYL-RXN	[]
RXN-7966	[]
RXN-6681	-100.82475
RXN-16279	-14.815796
RXN-19162	[]
RXN-13906	-2.9059143
RXN-13458	-8.003006
RXN66-493	-89.64
RXN-1103	-85.03476
RXN-19134	[]
RXN0-882	214.84761
RXN-16812	-24.000671
RXN-8008	[]
D-ARABINITOL-4-DEHYDROGENASE-RXN	1.0817566
RXN-16310	-25.352234
1.6.4.9-RXN	-1.640625
RXN-13931	-2.9058914
RXN-19597	-1.525878900000e-5
RXN66-545	-27.046368
RXN-11444	[]
RXN-16842	-186.00061
GLUTRNAREDUCT-RXN	-83.484375
D-TRYPTOPHAN-N-ACETYLTRANSFERASE-RXN	-5.9141235
1.1.1.285-RXN	-6.72937
1.97.1.2-RXN	0.
RXN-8496	3.7129974
RXN-19631	-117.537
RXN-14359	-7.2671356
RXN-11472	-0.37820435
RXN-11907	-97.23178
GLYCINE-N-BENZOYLTRANSFERASE-RXN	-5.0441895
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	-268.98145
1.1.3.40-RXN	-26.440002
RXN-8946	-24.546509
RXN-8520	-90.460495
RXN-17328	0.
RXN-20106	-89.8988
RXN-14803	7.0600586
RXN-14394	7.0599976
2.5.1.32-RXN	-17.799988
RXN-11935	-75.28049
RXN-20080	7.290039
TYROSINE--TRNA-LIGASE-RXN	-119.71472
RXN-17764	1.0818176
RXN-8974	3.833496
MANDELATE-4-MONOOXYGENASE-RXN	-106.937004
RXN-17357	-29.115242
3.2.1.32-RXN	[]
RXN-14826	-4.3599854
RXN-20583	[]
2.6.1.33-RXN	-3.2200317
RXN-12394	-173.03998
RXN-17792	7.650772
PRPPSYN-RXN	-25.840576
METBALT-RXN	-13.555344
RXN-9437	6.8976135
3.2.1.68-RXN	-114.650635
RXN-2463	6.423004
RXN-20610	[]
RXN-15292	43.056213
RXN-12423	[]
RXN-12870	-12.43
PYRIDOXAL-4-DEHYDROGENASE-RXN	-4.8382263
RXN-9991	-7.482971
RXN-9461	-122.10034
RXN-18220	-82.138245
RXN-2883	-0.5270386
RXN-15773	-15.335876
RXN-15319	0.
3.5.1.72-RXN	-0.46299744
RXN-12899	305.02063
RXN-18668	-2.8300781
RXN0-1661	-8.301392
RXN-10424	-1.7041016
RXN-18245	-95.8136
ALCOHOL-DEHYDROGENASE-NADP+-RXN	14.432861
RXN-15802	-92.82701
RXN-642	-59.512817
3.5.4.27-RXN	-7.295334
RXN-13390	0.20997572
RXN-18697	-0.70007324
RXN-10988	-48.014297
RXN-10450	-88.65054
RXN0-7168	-24.902222
ALKYLGLYCERONE-KINASE-RXN	-4.544739
RXN-7931	-1.55
RXN-6550	-111.41998
RXN-16259	0.
RXN-13439	-5.7858887
RXN-13889	[]
RXN-11010	-90.46051
RXN66-476	-2.834198
RXN0-7316	[]
RXN-19115	-73.5246
RXN-7978	-67.9552
RXN-16794	-88.115906
RXN-16290	-17.377563
CYSTHIOCYS-RXN	6.542877
RXN-13914	-4.360016
1.5.1.24-RXN	2.6364136
RXN66-502	-3.6329994
RXN-19581	-1.3329964
RXN-19143	[]
RXN-1143	-4.360016
RXN-16821	[]
GLUTAMINE-N-ACYLTRANSFERASE-RXN	234.83167
D-GLUTAMATE-OXIDASE-RXN	-22.341255
1.1.1.260-RXN	1.0818024
1.7.1.9-RXN	-12.331787
RXN-8479	6.897644
RXN-19607	-0.46303177
RXN-14336	185.79773
RXN-11453	-16.877129
RXN-11887	-76.35751
GLYCEROL-1-PHOSPHATASE-RXN	4.4969482
TRANSENOYLCOARED-RXN	33.16565
1.1.1.51-RXN	-10.649384
RXN-8924	[]
RXN-8504	3.7129974
RXN-17310	-4.5446777
RXN-14368	-0.1665039
RXN-14787	1.0817261
RXN-11916	7.751465000e-3
2.4.2.34-RXN	6.897644
TRYPTOPHAN--TRNA-LIGASE-RXN	-147.51477
RXN-20061	0.
RXN-8955	-10.649353
RXN-17736	-13.038239
RXN-17338	-22.150011
MALEYLACETOACETATE-ISOMERASE-RXN	0.
RXN-14810	1.7499924
3.2.1.157-RXN	[]
2.5.1.51-RXN	-3.5541153
RXN-20567	[]
RXN-17776	2.1629028
RXN-12372	-53.7023
MANNKIN-RXN	-14.815918
PROPIONYL-COA-CARBOXY-RXN	-6.182251
3.2.1.43-RXN	99.598206
RXN-9422	1.0817871
RXN-20593	[]
RXN-15264	-48.63888
RXN-12402	-3.112976
RXN-12851	0.4630127
PSYCHOSINE-SULFOTRANSFERASE-RXN	8.77002
RXN-9963	-36.20999
RXN-9444	48.872803
RXN-18204	3.541809
RXN-2541	-21.185883
RXN-15756	16.333038
RXN-15301	-6.8464966
3.4.24.74-RXN	-12.679367
RXN-12878	-6.802994
RXN-2208	-1.8923645
RXN0-1001	19.699463
RXN-18651	-3.0541382
RXN-18228	-63.868233
RXN-10137	-106.47235
RXN-15785	-9.279358
AIRCARBOXY-RXN	14.560577
3.5.1.85-RXN	-2.6071014
RXN-6263	-5.2382355
RXN-18676	-58.70227
RXN-13373	-72.109985
RXN-10432	-20.555847
RXN-10971	10.616455
ALDEHYDE-REDUCTASE-RXN	[]
RXN0-7092	10.809982
RXN-646	-6.671257
RXN-16243	2.1599731
RXN-13414	8.791824
RXN-13872	0.
RXN-10996	-19.889404
RXN66-353	-0.37825012
RXN0-7238	-12.711731
RXN-19092	-13.110027
RXN-7948	5.96875
RXN-16774	-28.981812
RXN-16268	-22.03064
CYCLOPENTANOL-DEHYDROGENASE-RXN	-0.37820435
RXN-13898	-85.03476
1.3.99.15-RXN	-2.7540283
RXN66-485	21.624023
RXN-19562	-2.657114
RXN-19123	-38.16001
RXN-11415	-78.35475
RXN-16802	-88.11594
GLUCURONOKINASE-RXN	-16.064148
CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN	-98.1936
1.1.1.220-RXN	2.293518
1.5.1.7-RXN	4.5805664
RXN-8456	-125.58601
RXN-19589	-1.3329887
RXN-14311	-48.14765
RXN-11437	8.962880
RXN-11860	-24.902252
GLUTATHIONE-REDUCT-NADPH-RXN	-1.640625
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	-85.03476
1.1.1.270-RXN	-1.6265106
RXN-8900	-148.597
RXN-8487	-24.309357
RXN-17280	-24.902283
RXN-14345	-8.5746155
RXN-14771	-15.109985
RXN-11898	-93.248795
2.4.1.68-RXN	-95.81348
TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN	21.279999
RXN-20043	-54.055984
RXN-8938	7.966999
RXN-17718	-19.146118
RXN-17319	735.91077
LYSINE-RACEMASE-RXN	0.
RXN-14795	-46.50244
3.2.1.137-RXN	-56.561768
2.4.99.5-RXN	-156.19202
RXN-20551	[]
RXN-20069	-8.001228
RXN-12349	-111.05994
RXN-17749	6.1071167
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	-109.619995
MALTACETYLTRAN-RXN	-3.6099243
RXN-9407	-80.127594
3.2.1.17-RXN	130.41162
RXN-15247	-17.454124
RXN-20575	[]
RXN-12835	-11.0599785
RXN-12382	-176.88913
RXN-9933	-96.06636
PROTEIN-ARGININE-DEIMINASE-RXN	8.269243
RXN-18187	-5.30052200e-2
RXN-943	-2.040039
RXN-15736	-7.1765137
RXN-15283	-4.2759094
3.4.24.6-RXN	-12.679367
RXN-12860	45.9267
RXN-21039	[]
RXN-9981	-31.380066
RXN-18630	[]
RXN-18212	-2.6571083
RXN-10120	-52.178238
RXN-15765	3.4099731
ADENYLYLSULFATASE-RXN	1.363617
3.5.1.29-RXN	-12.741882
RXN-600	-4.630615
RXN-2401	-98.72058
RXN-13339	-14.923935
RXN-11474	-6.862854
RXN-18659	8.465180
RXN-10954	7.2170105
RXN-16959	-232.32129
RXN-1025	-6.050001
RXN0-7024	3.5417786
RXN-20473	[]
ALANINE-AMINOTRANSFERASE-RXN	1.8641052
RXN-16225	192.38416
RXN1UA-66	178.2002
RXN-6341	38.100403
RXN-13851	-4.360016
RXN-11176	-1.9077835
RXN-13382	-91.77054
RXN66-332	-9.707123
RXN-16904	963.1671
RXN-10979	-7.651367
RXN-19070	24.923004
RXN-20428	[]
RXN0-7122	[]
RXN-16752	5.64946
RXN1G-820	34.414062
RXN-7911	33.135742
CROTCOALIG-RXN	-8.249542
RXN-10674	-220.07654
RXN-16251	6.273514
1.3.1.40-RXN	19.123535
RXN-16818	-45.502357
RXN-13881	-8.819977
RXN-7859	0.52407837
RXN-20308	[]
RXN66-361	-90.00222
RXN-19545	4.80999
RXN1G-582	-6.862854
RXN-19103	-70.616356
RXN-11399	[]
RXN-10025	140.35565
RXN-16782	-2.605835
GLUCOSAMINE-N-ACETYLTRANSFERASE-RXN	-5.289978
RXN-16714	-156.50745
CYSTATHIONINE-BETA-SYNTHASE-RXN	-7.727005
1.1.1.176-RXN	-1.6264648
RXN-20271	[]
1.4.1.21-RXN	-3.2305908
RXN-8437	144.21115
RXN1G-468	34.414062
RXN-19571	-1.3330002
RXN-14283	-3.1130676
PROTEIN-TYROSINE-PHOSPHATASE-RXN	-3.0541382
RXN-11422	-11.476976
RXN-11839	-13.899963
RXN-16631	22.705261
GLUTAMATE-DEHYDROGENASE-RXN	4.070526
THYM-PHOSPH-RXN	-7.9499817
RXN-20189	[]
1.1.1.248-RXN	-3.1764526
RXN-17257	0.67297363
RXN1G-396	34.414062
RXN-8471	7.1758423
RXN-14751	-85.03477
MYRISTOYLACYLTRAN-RXN	263.43918
RXN-14322	-16.91008
2.4.1.36-RXN	6.897583
RXN-16595	-339.39307
RXN-11876	5.6799927
RXN-20021	-4.6395264
RXN-19891	-24.103516
TRANS-RXN-343	0.
RXN-17700	89.32709
RXN1G-339	34.414124
RXN-8912	-148.59702
LONG-CHAIN-ENOYL-COA-HYDRATASE-RXN	22.70514
ISOVALERYLCOA-DHLIPOAMIDE-RXN	-82.168945
RXN-17292	6.8976746
3.2.1.11-RXN	[]
RXN-16466	3.6900024
RXN-14779	-23.25122
RXN-8881	23.137604
RXN1G-294	22.705246
2.4.1.92-RXN	-126.627075
RXN-20533	[]
GAMMA-GLUTAMYLTRANSFERASE-RXN	-61.894135
RXN-20050	2.5870972
RXN-12329	-97.29
RXN-16316	-21.005234
RXN-17726	-3.1130066
POLYSIALIC-ACID-O-ACETYLTRANSFERASE-RXN	-24.152344
RXN-19654	-87.05475
MACROLIDE-2-KINASE-RXN	-13.567642
RXN-9388	[]
RXN1G-2527	-63.997498
3.2.1.149-RXN	181.76712
RXN-15230	-198.8562
DIFFERIC-TRANSFERRIN-REDUCTASE-RXN	[]
RXN-20559	[]
RXN-12812	-3.2200928
RXN-16028	-77.12213
RXN-12362	-2.8299866
RXN-9908	-79.02524
RXN-19487	4.3570557
